Name,Age,Position,Shots,SoT,KeyPasses,PassAccuracy,AerialsWon,Touches,Rating,TackleWon,Interception,Clearance,ShotBlocked,Fouls,PassCrossTotal,PassCrossAccurate,PassLongBallTotal,PassLongBallAccurate,PassThroughBallTotal,PassThroughBallAccurate,DribbleWon,FoulGiven,OffsideGiven,Dispossessed,Turnover,Time,Adversário,Data,Mandante
Luiz Filipe,25,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Thomazella,36,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Gabriel,23,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Wesley Santos,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
Chico,35,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Mirassol,Fortaleza,06-Apr-25,True
João Ricardo,38,GK,0	,0	,1	,60.7	,0	,39	,6.98,0	,0	,1	,0	,0	,0	,0	,27	,16	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Eros Mancuso,27,DR,0	,0	,0	,71.4	,0	,21	,6.17,0	,0	,1	,0	,1	,0	,0	,3	,1	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Titi,39,DC,0	,0	,0	,69.6	,1	,33	,6.41,2	,1	,5	,0	,2	,0	,0	,7	,1	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Benjamín Kuscevic,30,DC,0	,0	,0	,75	,3	,47	,7.65,2	,3	,16	,1	,3	,0	,0	,6	,2	,0	,0	,1	,0	,0	,0	,1	,Fortaleza,Mirassol,06-Apr-25,False
Bruno Pacheco,35,DL,0	,0	,0	,65.4	,1	,60	,6.50,3	,0	,2	,0	,0	,1	,0	,7	,2	,0	,0	,0	,2	,0	,1	,2	,Fortaleza,Mirassol,06-Apr-25,False
Zé Welison,32,DMC,1	,0	,1	,65.4	,1	,41	,6.93,4	,1	,4	,1	,0	,0	,0	,5	,0	,0	,0	,0	,1	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Yago Pikachu,34,MR,0	,0	,1	,57.1	,1	,28	,6.83,2	,1	,3	,1	,0	,1	,1	,0	,0	,0	,0	,0	,0	,1	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Emmanuel Martínez,32,MC,1	,1	,0	,88	,0	,34	,7.37,0	,1	,1	,0	,1	,1	,1	,5	,4	,0	,0	,0	,0	,0	,0	,1	,Fortaleza,Mirassol,06-Apr-25,False
Lucas Sasha,37,MC,0	,0	,0	,64.7	,0	,46	,6.48,5	,1	,1	,1	,2	,1	,0	,2	,0	,0	,0	,0	,3	,0	,3	,3	,Fortaleza,Mirassol,06-Apr-25,False
Moisés,30,ML,2	,1	,1	,83.3	,1	,20	,6.96,0	,0	,0	,0	,0	,0	,0	,1	,0	,0	,0	,1	,1	,1	,1	,6	,Fortaleza,Mirassol,06-Apr-25,False
Deyverson,35,FW,2	,1	,0	,42.3	,11	,37	,7.11,0	,1	,1	,0	,2	,1	,0	,2	,2	,0	,0	,0	,2	,0	,1	,1	,Fortaleza,Mirassol,06-Apr-25,False
Juan Lucero,35,Sub,1	,0	,0	,80	,1	,7	,6.05,0	,0	,0	,0	,0	,1	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Guillermo Fernández,35,Sub,0	,0	,0	,80	,0	,6	,5.97,0	,0	,0	,0	,1	,0	,0	,1	,1	,0	,0	,1	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
David Luiz,39,Sub,0	,0	,0	,80	,0	,9	,6.20,1	,0	,1	,2	,0	,0	,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Allanzinho,27,Sub,0	,0	,1	,77.8	,1	,12	,6.27,0	,1	,0	,0	,0	,0	,0	,0	,0	,0	,0	,1	,0	,1	,0	,1	,Fortaleza,Mirassol,06-Apr-25,False
Marinho,36,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Diogo Barbosa,34,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Matheus Rossetto,30,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Brenno,28,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Calebe,26,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Kervin Andrade,21,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Gustavo Mancha,22,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
Bruninho,21,Sub,0	,0	,0	,0	,0	,0	,-,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,0	,Fortaleza,Mirassol,06-Apr-25,False
